,Rank,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic,MAUT
6375,6376,9311156,212265,9912086,12135,210168,9704046,105284,105284,108133,106149,9040,212203
6376,6377,9910224,9902131,10171,9503194,5113,9809181,103231,103231,109060,9705037,9701094,212278
6377,6378,9611105,9907060,9910092,112152,109008,211074,9503038,9503038,104150,9910099,209242,303054
6378,6379,9510154,9610032,9704059,9505026,6218,9911100,209260,209260,9196,9912208,9704199,11089
6379,6380,112151,9705229,110213,110294,9609035,303186,9705037,9705037,208026,9908137,9909132,103047
6380,6381,9701057,208232,5001,9711132,106054,9910125,110219,110219,106249,9610154,9908063,103167
6381,6382,108244,9901018,112020,9711129,112207,9607067,9706107,9706107,207265,9811128,7124,106034
6382,6383,4070,211027,205041,9804055,211001,208022,9607144,9607144,211221,104254,209003,106055
6383,6384,212016,9605108,211221,9910165,10255,9701010,11109,11109,9810134,103036,9808079,106243
6384,6385,9201080,9809007,4056,9605225,109176,9707239,9703082,9703082,107155,9807224,301065,11192
6385,6386,9504127,12203,9410050,9902019,9703075,9611117,206189,206189,6022,10242,109018,12050
6386,6387,9607129,9712091,109038,104105,5241,108009,205176,205176,9803064,212270,107264,108091
6387,6388,9704065,111055,9711158,11099,10165,9908124,5152,5152,212085,9512180,206226,109076
6388,6389,9604007,211292,9710154,9205039,9604112,106228,6009,6009,106176,9611160,9240,109126
6389,6390,7013,103205,9706051,9910118,9607057,12030,9910099,9910099,104089,9703167,207246,109152
6390,6391,9401121,10183,110231,5041,9201040,9901024,212287,212287,211006,206101,9403133,111012
6391,6392,9310046,6158,9510229,9310041,9809144,9910127,9018,9018,108131,9804129,110077,111048
6392,6393,9609022,208139,9708130,206017,5051,9601077,12162,12162,107072,9709064,9807090,111050
6393,6394,9511214,9705023,8180,110039,10280,9504043,9611160,9611160,9901143,9606035,9712231,111188
6394,6395,9910121,303270,9807117,9505098,303060,9504044,9903068,9903068,9901136,9904216,9705170,112117
6395,6396,9706223,9402016,211142,108010,9603023,9504045,9812053,9812053,9705148,111168,108203,209072
6396,6397,9912016,9705215,9411022,9612134,10137,9504046,9709064,9709064,10040,9911052,207081,210127
6397,6398,9910251,9612248,205298,9806135,9711129,9909075,9512180,9512180,9902092,9710127,208035,211203
6398,6399,9611136,5001,9608059,7097,12045,206051,103036,103036,10078,9611210,9809161,103155
6399,6400,208092,9609183,104113,9710066,9907050,9510186,9906207,9906207,9904059,9702010,211037,104124
6400,6401,10238,210012,9708110,9906211,9910246,9505097,9806239,9806239,9708029,9705095,211073,106026
6401,6402,205273,109194,9705208,9504033,9512112,208050,9909118,9909118,210282,5152,211256,106162
6402,6403,9511077,107174,10063,9207077,9807101,9810180,9702132,9702132,5257,212287,5089,106266
6403,6404,9611018,9803110,208184,9508039,9302039,212123,9908137,9908137,11151,9607032,8217,110302
6404,6405,9703054,9805121,209004,9301092,9712152,9608061,9804129,9804129,107005,9406198,9071,208190
6405,6406,9510137,202200,110101,9711096,104105,9508002,9606035,9606035,5055,9906095,11284,108219
6406,6407,9709215,212124,9707170,9608012,207073,9706073,111096,111096,9807031,9603089,104241,108226
6407,6408,111142,211195,9710181,207183,9910108,5280,9910266,9910266,9710170,9803180,106064,108245
6408,6409,303023,9710153,9708136,9904001,9612008,4098,9901130,9901130,111054,111177,106284,110159
6409,6410,206113,9711052,5182,106105,9312055,210166,9404092,9404092,9057,111096,9908137,111128
6410,6411,211221,210158,9605131,4082,210294,9310026,9603089,9603089,105016,106083,9711098,111198
6411,6412,112099,9302109,209219,9712166,104056,9511058,9703167,9703167,205138,210286,107123,112098
6412,6413,212072,107242,9505175,9612093,108127,9701142,9710127,9710127,9701170,9812053,10121,112138
6413,6414,9909184,205221,9905081,9901048,10279,9910157,106083,106083,9803225,9406132,112012,205293
6414,6415,9804129,9710127,10082,6199,9707047,304255,9906095,9906095,9910161,6009,105106,208139
6415,6416,9405162,301092,9810239,108233,9703071,211019,8107,8107,110106,9701014,9701123,12071
6416,6417,9407008,4028,9511104,9903027,9310095,10263,9507112,9507112,304233,9603053,9402156,210004
6417,6418,112058,212175,105006,7027,7115,10194,9912044,9912044,7222,9810123,9911019,109177
6418,6419,9809059,106041,9503093,208109,205229,10109,9810123,9810123,9708093,9904111,207197,205099
6419,6420,9706157,9708154,210288,9311007,9810101,9412074,9605151,9605151,9907169,9706107,11175,212139
6420,6421,9607001,104201,9704120,207104,9404170,9905029,9803176,9803176,210094,9608126,206013,110034
6421,6422,9701153,4021,9903077,9312081,9910033,9706101,110008,110008,112190,9605151,109064,111096
6422,6423,9712252,9906039,9203070,9803107,111158,9703063,211093,211093,9411099,9907014,9912055,112235
6423,6424,9512157,9606010,6005,9301001,9807070,8172,9302033,9302033,103103,9607144,5135,206151
6424,6425,9512188,6134,304079,106012,209085,9512009,9705095,9705095,3271,211093,105200,205050
6425,6426,9607102,104174,4005,9206107,9609179,9807151,9406132,9406132,9512124,103193,9402120,205070
6426,6427,9806149,9707143,208145,107153,210244,9901117,9608126,9608126,9404184,105284,9709043,208051
6427,6428,304213,8209,9512161,9711160,211287,9811147,9511048,9511048,9905085,205318,9150,211142
6428,6429,9214,9910043,210193,9805147,9911004,9710172,9508021,9508021,9411235,210075,9907011,209114
6429,6430,9906055,9610237,103048,9606048,10265,6191,9406198,9406198,111098,9901130,9709054,109054
6430,6431,210227,9611165,10137,206026,9912118,9907083,111168,111168,9901120,9404092,106013,209200
6431,6432,103047,12068,205235,9904093,206169,206109,9803180,9803180,9703124,9912044,9412138,9410206
6432,6433,12050,9704189,205094,209262,208165,6180,110077,110077,9018,11109,9506071,9508033
6433,6434,109126,9704186,108134,301009,9301001,12018,9806140,9806140,9066,205176,9205008,9507162
6434,6435,9708040,9501111,9905044,112005,208215,205258,9610154,9610154,9412054,206189,7184,9605221
6435,6436,9806044,9912030,11238,9806094,9701091,9607219,9904118,9904118,9710207,9510212,9910260,9607138
6436,6437,110063,9303139,9606057,111158,205155,9710107,9512137,9512137,9706145,9702132,9710191,9609027
6437,6438,9307123,208007,9708040,9303154,7027,9808102,9611210,9611210,9310159,108098,9607077,301232
6438,6439,9304104,9906030,9604139,8098,109017,9901136,9702010,9702010,9409096,9601085,10082,9707249
6439,6440,9203025,9704143,9710188,9908094,9605170,9312019,9811002,9811002,106218,108203,9711127,9708023
6440,6441,9611061,5250,9605036,9201011,4082,9407161,206152,206152,9607076,207081,9903113,9503030
6441,6442,106050,9906237,9211059,210168,9505069,7162,209141,209141,205129,208035,210302,9508068
6442,6443,9905139,107217,6068,104081,9808052,9511013,9603129,9603129,210067,9809161,207131,9506071
6443,6444,4136,11045,8131,9808176,8121,7165,9603069,9603069,9706224,211037,107022,9710058
6444,6445,209057,9708033,9907186,6208,9806151,7167,210008,210008,9407091,211073,301149,9505145
6445,6446,9702039,7176,9806028,9603023,9711059,8171,9411198,9411198,107198,211256,9901067,207014
6446,6447,209111,9904148,12199,9710116,9406216,211272,9803259,9803259,9910089,5089,9411235,208011
6447,6448,9904175,7233,9206027,9203018,9908139,9704125,9601085,9601085,211287,8217,9601162,210008
6448,6449,9707063,9808086,111081,9211109,9409015,9712152,9807224,9807224,9710031,9071,9901045,9511030
6449,6450,110172,110219,9507013,9503105,9908075,108230,9905224,9905224,106212,11284,106237,9607144
6450,6451,11264,106097,9908169,9603158,9805006,9705233,9612202,9612202,9507098,104241,9412224,110280
6451,6452,205061,7036,9704007,9511090,110142,9703194,9510212,9510212,9704168,106064,10124,9804201
6452,6453,112254,12124,207222,9501143,9607146,106246,9707167,9707167,302005,106284,105244,9605087
6453,6454,106008,9710096,207274,210187,112215,106131,103193,103193,207053,209260,9806091,206001
6454,6455,301095,105263,9810223,9909200,9901096,7028,9609210,9609210,3262,8107,9810213,208032
6455,6456,104113,9806131,9806092,105184,9506138,9806034,9905176,9905176,9507056,9302033,9811088,9512191
6456,6457,104130,9401133,206060,9808038,208109,9907106,7213,7213,9803185,9806239,109094,5198
6457,6458,205216,9808101,9206006,108127,9607119,9901088,205189,205189,103241,110219,9712109,7076
6458,6459,107102,208146,9908046,12045,212342,104226,9702164,9702164,9712079,9612202,10166,9904216
6459,6460,211130,206041,9806169,9711151,9803090,9067,108203,108203,9710160,303023,9611235,9150
6460,6461,107100,206200,9404191,9708021,9710226,301072,207081,207081,9912214,9512137,9512191,10086
6461,6462,9911099,9612066,206107,7115,9406082,9912063,208035,208035,7172,9507112,112138,9603167
6462,6463,9402148,212023,9707021,303184,6226,9910210,9809161,9809161,9605087,9607002,210026,9711090
6463,6464,9604140,108164,106193,9511047,9806236,10241,211037,211037,107106,209141,111130,9903056
6464,6465,9603101,103156,11098,9403086,9401030,9705065,211073,211073,9703047,9810020,208206,206094
6465,6466,9311014,9205110,9706225,9305010,208155,209088,211256,211256,304266,9604043,211093,9701035
6466,6467,107145,9908053,9705123,9507072,9804157,209226,5089,5089,207156,9905176,208004,9811258
6467,6468,4199,9707170,5153,303060,9807136,103250,8217,8217,9911111,9910266,111226,212136
6468,6469,103208,9078,103244,9203061,9809109,104195,9071,9071,9710200,9811002,211284,9605049
6469,6470,12155,9602059,9911086,9710035,109117,207177,11284,11284,209239,210144,212217,9905121
6470,6471,110152,111163,207016,9606161,9903178,9711192,104241,104241,303157,212178,206243,7087
6471,6472,11054,9507157,5273,9407025,9701017,9607159,106064,106064,9612061,9609210,104208,9606169
6472,6473,107127,108073,5209,205229,9609175,9812003,106284,106284,9706065,206042,9907032,9903160
6473,6474,212291,111118,209206,9901051,106227,104210,110112,110112,9708157,7213,11259,9704059
6474,6475,10195,110114,103140,9404105,9205066,205235,9908154,9908154,110213,9803259,9407155,9906222
6475,6476,205113,9609152,9204026,6226,211042,9511115,301138,301138,9811213,207080,210137,9704151
6476,6477,9706107,9803217,9810140,205210,11013,6239,206064,206064,9711074,206152,9609151,206012
6477,6478,9907055,111019,6007,9710192,9606147,8051,9710007,9710007,210056,9908017,9611172,9912273
6478,6479,211040,303193,9902051,9312027,9607123,9512223,9602162,9602162,207180,9702164,9902161,9811197
6479,6480,105277,108122,9705053,9071,104132,10117,207101,207101,8160,206064,303151,104259
6480,6481,211113,9911085,9701047,9806149,6010,7128,9908017,9908017,9912080,9803176,110018,9704185
6481,6482,212181,104132,108014,9811254,9505187,304217,302175,302175,9905195,9908093,212257,9705163
6482,6483,8105,9811010,4021,9310095,209262,9604114,304141,304141,212098,9810213,9903093,9706051
6483,6484,5168,9006,9906206,9612114,9703008,109019,111221,111221,9812014,9806140,9910208,9706158
6484,6485,107187,110244,302060,210294,9711160,9020,9163,9163,9807049,209072,10281,9912144
6485,6486,11046,9805202,105300,9305004,9505115,9707171,209072,209072,9709061,9503084,207235,9708040
6486,6487,206238,9212049,108003,9507094,112134,105127,105283,105283,107228,207101,9904110,9911019
6487,6488,9812027,9406013,9602125,207073,9710228,6151,9412236,9412236,211262,110008,9702075,9711201
6488,6489,111221,10099,9706171,9204054,8014,6134,9607032,9607032,11254,9908063,9310016,9803141
6489,6490,7095,106073,206221,5287,7073,9710068,9703122,9703122,9705115,9905196,9402148,9909054
6490,6491,10082,6196,7028,9710228,112201,9708055,9810213,9810213,9902095,110250,9902211,9804026
6491,6492,11021,9906095,106211,9803042,9606161,9610090,106141,106141,9902129,9304068,9912250,9810010
6492,6493,9502015,9708116,9606165,9512030,7205,9611015,9908063,9908063,207226,110077,212279,9808019
6493,6494,9612049,207197,9804110,9605113,9607093,11108,9908030,9908030,9407163,12100,9907024,9804110
6494,6495,9805008,9405084,207082,212242,9701018,9908061,8031,8031,110085,110112,9606035,9805157
6495,6496,9907169,212165,9903186,212168,9610059,111256,9100,9100,9607216,9412236,9502012,111269
6496,6497,107196,301048,109068,206169,9405034,209025,9806091,9806091,9807199,9811088,9906188,9808095
6497,6498,110241,9911212,9209,5147,9205008,211007,9404063,9404063,9903053,9411198,9100,9903019
6498,6499,9902177,9812025,110103,106275,9906084,103141,9811088,9811088,109040,9611100,8126,104102
6499,6500,9710205,9701190,9807182,9411068,108055,105268,9905196,9905196,9912074,9306013,4206,106274
6500,6501,9810167,206131,9401098,9505132,9610074,8165,303023,303023,205175,9707167,104224,9806008
6501,6502,9809018,9610222,206102,107111,9904001,9911199,106212,106212,9710120,205189,210269,9806044
6502,6503,211010,107097,9703066,9710226,9709170,303168,9602059,9602059,212032,302175,301072,9806080
6503,6504,304195,12045,9510241,9704115,9803094,109126,9611100,9611100,108158,304141,106163,9903115
6504,6505,208067,9809026,9705104,9604158,9506131,9603169,9306013,9306013,9805162,9602180,11137,9807235
6505,6506,112203,211013,9912243,9710091,9512101,111207,210286,210286,9811133,9163,9905224,111079
6506,6507,111015,303066,11080,9607146,9803190,9712021,9604043,9604043,9904035,210008,210166,8170
6507,6508,303151,212250,9404009,3258,9910161,9903081,205318,205318,207211,9908154,210139,8191
6508,6509,110022,12029,9202046,109154,9612093,5184,9901056,9901056,4112,9602162,9119,9808139
6509,6510,9912081,108168,105244,211287,9712154,9911223,9503084,9503084,5241,9703122,9612086,9911156
6510,6511,9409139,9406206,111230,9903031,9710072,10104,210114,210114,9701168,9901056,301048,210025
6511,6512,9910038,7252,9711177,9610040,106275,11215,7087,7087,106046,301138,109044,9812071
6512,6513,9905187,110269,9901066,9707182,9705024,9609231,206042,206042,9306041,111231,9506139,209077
6513,6514,9711175,302175,9608078,9601068,9903257,304036,9512126,9512126,206165,105283,9703028,301161
6514,6515,9810161,9809179,9607091,9702105,9210120,211100,9240,9240,9902029,9806091,9905217,6076
6515,6516,9909099,103265,106032,210173,9209016,111079,9803140,9803140,5178,9707149,9812175,6095
6516,6517,12172,9806019,109158,9511017,6153,9910057,9909079,9909079,212236,106141,206123,6149
6517,6518,9607114,9903012,9612202,9911004,9603185,9903209,110096,110096,108017,210114,112251,9812149
6518,6519,9912250,9706107,303080,104056,9710109,9811011,9304068,9304068,9505127,9605012,205185,8125
6519,6520,9020,105304,9611161,112230,9608009,9506167,9701014,9701014,9708055,210017,9711124,206249
6520,6521,9901093,302143,6172,109209,9703006,9812112,103033,103033,9703208,9404063,9712091,9907086
6521,6522,9809135,9705152,3269,9707159,9305046,9803042,205051,205051,9908006,9710007,9911242,205067
6522,6523,206145,9902004,5089,10265,9503144,9906134,7169,7169,9906077,8031,9812188,5166
6523,6524,211055,12133,9905019,9205073,9901071,5055,9411022,9411022,9902195,205051,9911186,9908023
6524,6525,106230,9808061,103097,9412232,111185,9811174,105244,105244,9901124,9602059,108006,209207
6525,6526,9808119,9511045,211122,109045,9502050,8087,7206,7206,9811078,111221,9907012,9908072
6526,6527,110283,9911087,11228,103078,9907168,8055,9810020,9810020,9808135,9240,9611105,9908130
6527,6528,9910135,210152,106170,9804157,9610145,11010,111231,111231,9808022,9603004,209060,9909172
6528,6529,9911245,9812093,212083,9302121,9411068,5111,211147,211147,9412135,9504141,9305026,9911021
6529,6530,212256,9907110,7213,9411116,9712007,12241,9503226,9503226,9709023,9100,9301097,9911190
6530,6531,9609048,9809172,205222,9709216,106116,9711059,108098,108098,9901056,9610186,9309027,9912204
6531,6532,9210012,110073,206131,9310193,9809111,7058,210017,210017,10061,9708014,9405081,9409096
6532,6533,304198,9412131,9710207,9610059,9705119,9903074,207080,207080,207086,9609152,9703054,9501131
6533,6534,9406069,210169,208171,111211,9303109,4002,108064,108064,11006,212036,9704013,9409184
6534,6535,9406128,9512127,9904123,9707195,9905103,211254,110250,110250,210163,7206,9811059,9506006
6535,6536,9603181,9901076,6046,6218,9507006,301237,8124,8124,9701177,9403048,9612200,9910042
6536,6537,9511038,104065,9906039,9211030,110211,109152,9512040,9512040,9807046,205087,9808004,9512156
6537,6538,9506096,9909101,207283,9311102,207165,7114,9912037,9912037,209156,9908030,12017,9202046
6538,6539,9709055,9710034,210270,9907168,9210049,6093,9605212,9605212,7095,9904123,4036,9211027
6539,6540,212090,104208,9611172,9510131,12012,9412144,9904123,9904123,211069,9512126,107071,9212045
6540,6541,107078,208127,9710021,109127,9305124,9603072,9605070,9605070,108189,11138,207284,9707105
6541,6542,9707133,9810225,9706069,9412239,9902019,205214,212279,212279,11040,4107,9607185,110063
6542,6543,9707122,302060,9807123,9701091,9303146,9702012,110280,110280,9907186,9912037,212055,110110
6543,6544,9810062,9703053,11285,9706206,9902114,107117,210144,210144,9806017,9602011,9612248,9303175
6544,6545,9812060,9503082,9603096,6227,207200,9806198,212178,212178,9502122,9411022,108102,9307123
6545,6546,9607064,212135,9809172,106157,9610016,9179,9610186,9610186,9503045,107149,9210121,9310184
6546,6547,107004,9902170,9609211,9310044,9907024,9910201,9708014,9708014,9510187,7169,304201,9308066
6547,6548,210181,208010,209003,9701058,104166,9602145,9602011,9602011,9706035,105244,9506118,9212089
6548,6549,9810091,9710024,304084,12169,9502152,209127,107078,107078,9512169,9207042,206025,9301033
