,Rank,Degree-Centrality,Closeness-Centrality,Betweenness-Centrality,EigenVector-centrality,Hybrid-Centrality,Harmonic-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Percolation-Centrality,Page-Rank,Load-Centrality,Katz-Centrality
3130,3131,111001,103239,9612062,106016,11044,101192,9608135,12268,9710218,9612062,106283,9404035,104105
3131,3132,111130,9911170,9910182,112185,203005,9905162,10286,101234,9711027,9910182,111025,9606098,9905180
3132,3133,111278,7217,9236,210112,11112,9911170,9512005,9605051,9712103,9236,212048,9705013,8144
3133,3134,112012,6251,10071,211021,2132,8185,9903007,9801141,9712143,10071,9505061,9711102,9703038
3134,3135,112065,209267,107118,9807093,10021,1093,9911066,9506057,9712187,107118,9511201,9902012,9910190
3135,3136,201136,207170,108206,10203,101186,108198,10028,9906056,9712236,108206,9701104,5220,5093
3136,3137,202110,11112,109058,102199,110118,103031,9703070,104089,9801061,109058,9711027,6066,9810123
3137,3138,203111,102132,206010,110178,211016,9809102,1145,208219,9801133,206010,9807173,107261,9602051
3138,3139,203164,110131,9506064,205176,9139,205203,1166,11160,9801161,9506064,9912210,108085,206058
3139,3140,203245,102141,9702187,9803109,302164,211080,5052,112092,9802185,9702187,6038,108206,10014
3140,3141,203249,303099,9705013,9911135,203246,102123,10016,9605215,9802199,9705013,6196,205230,109159
3141,3142,204150,11044,9803025,106074,111038,208201,11282,9706117,9803019,9803025,9009,207284,102128
3142,3143,205006,210237,9904063,8058,206122,102141,205177,9711202,9803085,9904063,106167,212010,204204
3143,3144,205121,10194,9908085,11139,203025,106206,9512028,9910258,9803097,9908085,203022,9211102,5073
3144,3145,205146,204160,203231,111033,10177,102176,9903067,9136,9803126,203231,203032,9609076,9911183
3145,3146,205147,3241,206014,208119,110119,211016,6219,9603134,9803133,206014,9708019,9705003,112015
3146,3147,205165,3115,210308,106200,1092,10044,101038,9711006,9803224,210308,4114,9903239,202180
3147,3148,205179,212313,211271,210203,104149,11112,106162,9902153,9804006,211271,6154,1166,9610031
3148,3149,205300,110274,9302101,9810083,208120,112058,9703136,9905104,9804028,9302101,8039,8201,9812155
3149,3150,206141,202012,9304148,9904010,112048,9811107,9712176,5052,9804172,9304148,11011,10172,9809130
3150,3151,207038,11238,9801182,3032,211213,11258,9911134,9504149,9805165,9801182,9802107,107118,210115
3151,3152,207060,105226,9806155,5139,209154,111098,11109,9604051,9806091,9806155,9812023,206117,201140
3152,3153,207178,206169,9903120,8112,7225,9910143,207071,9609159,9806133,9903120,9907172,209002,304219
3153,3154,207194,104011,6060,107081,212313,106088,9309023,9706005,9806180,6060,10033,9506064,9608005
3154,3155,207243,9911193,6112,110252,106075,3072,9910094,9710137,9807056,6112,101096,9712054,9904016
3155,3156,207281,11108,8130,206019,107198,102099,6189,9607202,9807173,8130,204061,9803025,9909032
3156,3157,208012,110178,102128,201089,102156,209133,112204,9712012,9807216,102128,9905128,9910202,303186
3157,3158,208023,207209,110189,202202,209266,10137,9902122,8228,9808074,110189,103198,10071,9705090
3158,3159,208196,205094,205104,204191,108216,206217,9903049,11256,9808124,205104,108047,209231,9808054
3159,3160,208231,101161,9608186,5028,8033,110131,12070,101016,9808169,9608186,111114,211142,9904116
3160,3161,209193,205161,9705003,9912175,206169,205117,204008,9707162,9808188,9705003,9611235,9302101,9906163
3161,3162,209239,207103,9803179,107074,12218,101186,9606049,109032,9809065,9803179,9811210,9606031,9904010
3162,3163,210152,1193,9807082,9905173,2094,3185,9801052,204084,9809068,9807082,1005,9606165,9712118
3163,3164,211075,5135,9903165,9908020,103167,106261,9802168,9705174,9809106,9903165,5035,9903165,8084
3164,3165,211142,2198,4186,2244,102128,202012,7254,9909183,9810010,4186,5256,11241,9707001
3165,3166,211181,12079,5137,204162,110131,110063,9002,1037,9810035,5137,201018,107204,109107
3166,3167,211189,8164,7145,9902058,207118,205042,9612085,12106,9810104,7145,9602013,206010,5103
3167,3168,211289,5137,10172,211278,112150,209266,9707027,9706197,9810185,10172,9806220,207228,9512127
3168,3169,212008,12125,103067,9805145,5135,12079,9708036,9910012,9810239,103067,9807117,210234,102173
3169,3170,212227,207054,110121,9096,3176,109119,9802043,1033,9811005,110121,9902058,9302124,9702133
3170,3171,212250,106121,110219,9901134,5137,208166,9803220,10208,9811031,110219,9909135,9402120,9604042
3171,3172,212269,201188,207278,6019,304235,10021,9908126,9612188,9811089,207278,2097,9604023,3225
3172,3173,9203051,102156,9211102,103131,11092,7106,107081,102210,9811155,9211102,2221,9708021,303251
3173,3174,9204046,8051,9304067,103222,8051,101018,9211061,9511178,9811195,9304067,11222,9803179,3190
3174,3175,9207095,212086,9405011,9811146,11018,11092,207190,9604110,9812149,9405011,103244,9810014,101185
3175,3176,9209113,103262,9606165,2154,202012,2222,208013,9907188,9812158,9606165,107012,9903038,202133
3176,3177,9212088,102128,9611209,5049,212093,9809033,9801002,4095,9812159,9611209,112263,9903085,9909196
3177,3178,9301038,8124,9810014,106146,12064,1204,9801161,101200,9901011,9810014,202030,103233,110175
3178,3179,9304102,1092,9903038,107038,103146,1177,9912230,9605229,9901017,9903038,210091,204149,9606176
3179,3180,9310202,12078,10217,208166,108237,110137,9510224,9608185,9901148,10217,9512039,206014,9703171
3180,3181,9311015,2132,103233,9807098,2198,203109,9912174,9609015,9902055,103233,9806242,9304067,9909186
3181,3182,9311042,11053,112098,9910021,12078,9805097,5066,9902110,9902095,112098,3043,9405011,8205
3182,3183,9312114,112048,209002,212052,212284,9908092,11138,2116,9902120,209002,6103,9412128,101026
3183,3184,9403121,6056,9302092,2029,211017,9811128,12106,9902072,9902153,9302092,7149,9502069,9611189
3184,3185,9404140,112118,9404035,8055,208109,209154,211009,9712105,9902196,9404035,201108,9611182,9610082
3185,3186,9405107,9910199,9712054,108045,11195,204245,9712238,9705175,9903005,9712054,202034,9811047,108140
3186,3187,9406132,103146,9801038,201206,207209,9910087,9909072,9909105,9903109,9801038,205108,9903120,6015
3187,3188,9407025,103264,9902012,210146,210241,104224,8101,7145,9903241,9902012,205295,1200,9610062
3188,3189,9407118,9909070,9910244,1166,103151,10090,107106,9704142,9904010,9910244,211143,7145,9801187
3189,3190,9409113,12218,6066,108131,9812037,102020,206010,109069,9904132,6066,9502104,204084,9709099
3190,3191,9412158,204081,7168,110269,11108,111091,9508002,109162,9904137,7168,9609027,205104,9801124
3191,3192,9502091,207005,107261,111235,9811010,102202,5168,208095,9904197,107261,9610108,207117,9607201
3192,3193,9504095,106188,9302124,208191,12251,106138,111030,209193,9905061,9302124,9811070,211125,9712043
3193,3194,9504150,203021,9502069,9810063,102020,110040,103153,211271,9905095,9502069,107178,9301047,104009
3194,3195,9505009,210261,9606031,9902067,102132,110088,103248,9911181,9905174,9606031,9611040,9302092,111048
3195,3196,9505070,108206,9703014,101102,9906142,111086,9403195,9811141,9905223,9703014,9704097,9611209,9904034
3196,3197,9505171,102020,9706107,110118,5065,7217,9906073,4147,9907001,9706107,9902206,9801149,101101
3197,3198,9505173,106006,9808097,112118,303099,107124,7154,107254,9907006,9808097,112021,9808097,205006
3198,3199,9506077,9811019,9910202,206206,105226,203246,9610138,9711106,9908014,9910202,211071,110167,11046
3199,3200,9506122,112058,110167,9015,9803001,204147,2094,9510017,9908096,110167,9803109,110219,9706133
3200,3201,9506150,3200,111199,101186,209267,204084,9601098,9903186,9909103,111199,9812224,9703014,206145
3201,3202,9507051,107044,9405136,202172,209065,11053,9705116,9709063,9910081,9405136,9910116,9706107,9802126
3202,3203,9507118,10060,103056,9810226,9808161,9810244,9707019,9710023,9910263,103056,4009,4036,10191
3203,3204,9507144,5065,111224,9811128,203021,212239,8073,4014,9911001,111224,8070,4062,9611209
3204,3205,9509009,5272,204084,9803111,12125,111130,12250,205034,9911002,204084,109027,10006,9703186
3205,3206,9509095,9910149,9605051,9806159,207170,103022,203003,9701126,9911057,9605051,9511153,106138,212217
3206,3207,9509102,103011,9605111,9808051,204081,3221,9206078,9805006,9911066,9605111,2139,111199,108087
3207,3208,9509151,211070,1200,9902007,9808048,112197,6231,9805031,9911190,1200,6054,112098,9905117
3208,3209,9510074,8033,4062,107090,9804058,110191,9610171,9807014,9911229,4062,202075,206164,9912150
3209,3210,9510087,4022,207238,204226,103011,7231,9706142,108076,9911253,207238,203140,207278,3261
3210,3211,9510093,203005,9509160,210127,103222,9812007,3059,9909229,9912187,9509160,204224,9605111,303151
3211,3212,9512040,2053,9603051,9811152,205161,202071,9307158,101058,9912239,9603051,209016,9711122,9912100
3212,3213,9603074,201152,9912239,9905049,106121,104122,9403041,9712213,1107,9912239,9312144,8250,9912261
3213,3214,9605101,9906039,4036,108119,204160,5065,108092,304093,1126,4036,9706118,12134,205246
3214,3215,9605170,111151,8144,201032,207005,207055,110271,9512191,2100,8144,9709067,109058,9610049
3215,3216,9605176,212048,9056,9805171,102141,202155,9204030,9705017,2103,9056,9910098,9405136,9910036
3216,3217,9606031,103167,12134,211033,12079,9812047,9511227,9712224,2154,12134,1165,9603161,6019
3217,3218,9606043,201066,202003,9910150,110178,9908072,9242,107257,2231,202003,101158,9701188,9612249
3218,3219,9606184,9087,210234,9912060,1138,210241,9406128,9509012,3012,210234,9807054,9709160,9805189
3219,3220,9607168,9039,211028,3147,104011,110216,9603206,101060,3096,211028,9811179,11008,111274
3220,3221,9607184,3174,9407136,212032,4005,204113,9711083,9704058,3100,9407136,11168,110121,103196
3221,3222,9607185,110129,9510055,9808017,1053,203021,5272,9708041,3139,9510055,103009,111238,301198
3222,3223,9607210,111118,9610155,9907204,112058,11197,9811194,201175,3256,9610155,205135,9407136,303168
3223,3224,9608034,204154,9903085,9910252,210237,201228,9902129,206106,3261,9903085,207268,9510055,212183
3224,3225,9608071,108073,9909112,5185,103262,201019,9708082,207159,4196,9909112,9510092,9602156,112258
3225,3226,9608095,8091,6209,6115,8124,112202,9901148,207175,5091,6209,9609182,9712012,103045
3226,3227,9610170,10137,111198,6176,7153,111166,3219,9603108,5123,111198,9905179,9810063,210238
3227,3228,9612017,102092,203095,8232,7019,202147,6190,9511019,5145,203095,8003,9910244,9911095
3228,3229,9612021,107034,205014,9038,212086,2053,9308129,9706124,5222,205014,110029,9912239,5273
3229,3230,9612222,3176,9510185,210306,205026,2132,9707167,9712167,5265,9510185,205182,7168,11054
3230,3231,9612229,108122,9602156,9901106,6056,12125,9804121,9806069,6008,9602156,9610003,103256,6059
3231,3232,9612233,2135,9711158,9902121,108206,204173,9812194,108095,6030,9711158,9711038,206161,9611016
3232,3233,9701082,205306,9811047,9906101,205094,9812172,9911104,109131,6060,9811047,1169,9603051,1198
3233,3234,9702006,112109,5182,202189,4022,112150,106103,9603086,6146,5182,12012,9901004,201016
3234,3235,9703051,1204,10006,9806042,112008,202189,9707061,9612076,7007,10006,203021,9901033,111149
3235,3236,9703060,9909110,9712177,9911193,9910199,9904054,9804175,204043,7036,9712177,206045,9902018,9905030
3236,3237,9703101,8160,9903246,10142,207054,203155,9908125,210223,7048,9903246,9712051,4186,9709058
3237,3238,9703138,11018,3145,107046,106188,303014,206017,9809147,7107,3145,9802143,7052,1063
3238,3239,9703167,9139,3197,202168,9812047,9902156,209225,108109,7124,3197,108137,9056,9712059
3239,3240,9703216,203071,7142,205087,2053,11195,9407099,109082,7168,7142,9705242,111224,9510009
3240,3241,9704055,102033,208154,208184,9039,106220,9702109,207084,7255,208154,9803093,112248,209162
3241,3242,9704190,11288,210153,9808048,207103,9909070,9910111,9611235,8023,210153,203066,207130,9904179
3242,3243,9706100,107099,302222,9101,9910036,210261,205099,9802090,8088,302222,204158,211028,9711089
3243,3244,9707120,108170,9511126,103062,1082,103068,209004,9903077,8127,9511126,205038,9305047,111041
3244,3245,9707170,9812047,9603161,106220,102185,212090,9806169,9912204,8154,9603161,9702002,9407111,201161
3245,3246,9707208,9074,9709160,110090,210261,5135,112138,102112,9139,9709160,9810043,9509160,9905224
3246,3247,9708025,107124,9712015,201219,201188,9807135,202193,9508094,9153,9712015,9905126,9510185,106045
3247,3248,9708046,108234,9801084,207072,4195,211036,205211,207271,9167,9801084,9912061,9511126,204080
3248,3249,9708127,106004,9911150,9812216,107044,203051,5139,210122,9176,9911150,3109,9604044,9906210
3249,3250,9709032,5031,4123,9902131,11288,11108,10054,9705242,9242,4123,12071,9806155,107156
3250,3251,9709054,103103,8250,9905020,111180,207026,9206028,9803232,10021,8250,102026,9909112,212167
3251,3252,9709116,103149,207284,111123,102033,9909125,9706078,9213,10034,207284,201190,9510142,204081
3252,3253,9709219,201026,9305047,203196,11053,5137,9811060,111126,10071,9305047,202032,9712177,204172
3253,3254,9710174,111056,9410054,205195,102092,207005,11185,112147,10105,9410054,204021,9903246,212150
3254,3255,9711039,9811210,9504034,211047,9803109,111038,208003,9610062,10122,9504034,204082,9911150,205069
3255,3256,9711183,6019,9511026,9812067,108234,102132,9208024,9805142,10187,9511026,206191,10207,5135
3256,3257,9712201,102185,9701188,1082,102099,206181,9224,101176,10251,9701188,208036,109110,203251
3257,3258,9801195,8108,9711017,5183,8190,9909110,103007,9706097,10264,9711017,209257,111198,2087
3258,3259,9802049,9006,9711122,10276,2170,1157,110093,9709099,10282,9711122,302196,203229,9702052
3259,3260,9802091,106279,9901033,103060,106006,6251,9612231,112259,11021,9901033,9509025,211271,211125
3260,3261,9802174,5148,9910047,103223,8091,3169,9705093,102018,11117,9910047,9701101,9504010,9911242
3261,3262,9803103,211003,1166,9902191,112118,9809193,3036,103033,11130,1166,9708103,9504034,102042
3262,3263,9803138,112008,10207,9908162,205306,10060,211069,9703124,11146,10207,107029,9711158,9801141
3263,3264,9803216,207055,11140,9146,111151,104149,9510241,9706151,11160,11140,205077,9809021,211197
3264,3265,9804126,9240,107084,110216,11264,2198,8213,9805123,11217,107084,9602151,9910172,9809057
3265,3266,9804175,103058,109110,208225,3174,9240,9603051,9902179,11238,109110,9610093,5182,9811159
3266,3267,9805007,4195,112215,9905067,103058,4195,9811147,9803042,11244,112215,102192,7142,9709043
3267,3268,9805099,1018,112248,9006,211075,204081,9903005,9807095,12023,112248,103185,110143,2057
3268,3269,9805162,7205,203229,112224,107099,205273,9906246,10242,12035,203229,107113,9304128,9508094
3269,3270,9806099,211017,205121,203229,8053,304235,2138,9510134,101013,205121,109057,9809208,2074
3270,3271,9806139,112186,205259,5268,211070,1138,9601168,3236,101091,205259,202023,9908171,302006
3271,3272,9806240,111105,206161,11094,5148,203270,9705038,210224,101192,206161,210100,9910047,201112
3272,3273,9807223,8190,9411055,101081,5016,9903104,9807055,9512149,101233,9411055,9311138,3197,9702205
3273,3274,9809179,208007,9510142,12203,103264,111180,9910252,9806059,102009,9510142,9610221,4123,9711094
3274,3275,9810008,211136,9604023,9903132,8160,10087,9186,203154,102181,9604023,9808136,6060,9801204
3275,3276,9811010,11264,9810063,10158,9903242,206169,112098,209120,102188,9810063,9809033,11140,9603087
3276,3277,9811084,9091,9902018,12139,207055,209111,9706204,211013,103102,9902018,2028,107084,211245
3277,3278,9811159,203141,9905115,303134,9911021,208132,9707126,212145,103124,9905115,109123,9501140,3166
3278,3279,9811172,101109,9909203,3068,110129,6190,9711116,9710057,103198,9909203,206091,9711017,203001
3279,3280,9811217,203155,9912188,7067,204154,208204,9812028,9711205,103230,9912188,206131,9908089,207147
3280,3281,9812024,101139,7052,104105,9810195,112094,9901118,11018,103241,7052,9808124,1127,103042
3281,3282,9812067,206203,9304128,106089,101109,205003,12049,107036,104026,9304128,9809172,202003,9704087
3282,3283,9812175,108041,9503114,5176,103103,7195,9804081,303210,105098,9503114,9810204,203095,111012
3283,3284,9902022,7001,9504010,10027,9087,6060,9812049,9706099,106155,9504010,9903030,208197,9703040
3284,3285,9902045,9910036,9511207,101058,108170,10207,203268,9804086,107004,9511207,9910112,210238,9903090
3285,3286,9902163,210285,9601167,9903161,103149,106218,207214,201098,107067,9601167,3156,302222,9904153
3286,3287,9904145,9911183,2042,3002,106274,9807117,209251,9812081,108080,2042,108097,9411055,9903091
3287,3288,9906127,9909172,4049,4165,9074,9910199,7252,9903233,108142,4049,110189,9503114,7184
3288,3289,9906179,110272,203198,6165,9808143,106004,9410041,209201,108196,203198,202044,9511064,9811024
3289,3290,9906224,102015,205108,11244,9209,109015,9410050,1166,108226,205108,210210,9511207,9712164
3290,3291,9907108,9174,205291,103192,5015,9903109,9910196,3278,108229,205291,211163,9607054,203172
3291,3292,9908152,112094,206059,106181,107034,6056,5007,4127,109053,206059,302199,9909013,9901136
3292,3293,9909001,106274,207130,107032,108122,9039,9510074,9612128,110107,207130,9502147,9909056,4104
3293,3294,9910094,111180,212248,301114,212048,204154,9703062,9611026,110169,212248,9502159,9909212,9710244
3294,3295,9910098,205026,9303073,302109,111118,9911113,9902123,9709160,110232,9303073,9606108,9096,9134
3295,3296,9911068,103124,9607054,3205,108073,103151,106274,9705201,110244,9607054,9805081,110173,203272
3296,3297,9911088,101059,9610094,7131,112109,212048,205090,9802041,110260,9610094,11163,111041,207159
3297,3298,9911181,207185,9801149,103167,201066,107072,9910058,9805051,111249,9801149,205006,112215,1005
