,Rank,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
3817,3818,9711003,9607200,9802185,206187,9711003,5139,108011,7043,201209,9901043,9901043,104162
3818,3819,9711069,9710155,9904201,105212,9711069,9122,208157,8092,208056,9904101,9904101,104163
3819,3820,9711081,9803072,108140,107097,9711081,9183,8079,9226,211090,9908109,9908109,104164
3820,3821,9712063,9511145,207208,104045,9712063,12104,9907101,4206,9406198,9910194,9910194,104165
3821,3822,9712075,9712148,303209,103177,9712075,101013,202200,204172,9709129,201136,201136,104166
3822,3823,9712180,9712238,105129,212320,9712180,101093,210137,210160,9710192,206164,206164,104167
3823,3824,9712241,9812014,112251,303102,9712241,101096,303110,5247,9712212,9412128,9412128,104168
3824,3825,9801166,9812051,204009,104131,9801166,102045,1212,302012,9808048,9803106,9803106,104169
3825,3826,9801183,9905053,207220,7002,9801183,103051,6110,9910149,9903113,9903113,9903113,104170
3826,3827,9803014,101119,9904036,211207,9803014,103163,302184,9906040,3183,108052,108052,104171
3827,3828,9803069,9205070,104111,10098,9803069,104133,107060,201018,8146,9705025,9705025,104172
3828,3829,9803252,9303156,109082,203115,9803252,104143,7050,201233,101074,9803087,9803087,104173
3829,3830,9804097,9312048,201205,106261,9804097,104246,108154,207003,102094,9911124,9911124,104174
3830,3831,9804175,9503208,204254,103139,9804175,105098,111249,9910155,9605111,205279,205279,104175
3831,3832,9805064,9605001,104176,9912271,9805064,106027,206231,9910094,9704113,9609071,9609071,104176
3832,3833,9805125,9605149,209193,12141,9805125,106129,2104,106050,9709106,9705084,9705084,104177
3833,3834,9805154,9703146,10170,110070,9805154,106162,108216,9903120,9710105,9708064,9708064,104178
3834,3835,9805182,9712164,111278,205193,9805182,107031,301149,12110,9908200,9710119,9710119,104179
3835,3836,9806092,9812139,206171,9903203,9806092,107036,201107,105269,9912010,9804206,9804206,104180
3836,3837,9807109,9904182,9804038,201035,9807109,107119,201194,102158,3070,9907109,9907109,104181
3837,3838,9809035,9910159,103155,6023,9809035,108091,204172,10060,8102,104143,104143,104182
3838,3839,9809133,9911129,109084,9911246,9809133,108142,208188,9909125,11248,9403061,9403061,104183
3839,3840,9810014,101049,206079,303048,9810014,108238,109183,303003,106284,9507060,9507060,104184
3840,3841,9810063,105299,206163,108178,9810063,109070,203112,207265,107107,9504025,9504025,104185
3841,3842,9810240,9208024,9802168,101076,9810240,109133,9903209,204085,110033,9612195,9612195,104188
3842,3843,9811025,9306096,109165,105284,9811025,202056,106143,210026,203149,9710020,9710020,104189
3843,3844,9812109,9610205,206002,11292,9812109,204012,212303,302037,212137,9712254,9712254,104190
3844,3845,9812149,9704087,206091,208188,9812149,204260,203216,303243,303006,106173,106173,104191
3845,3846,9901008,9709069,207108,204078,9901008,205055,1016,212323,304165,9508151,9508151,104192
3846,3847,9901048,9801053,9910048,105115,9901048,205140,211035,9909015,9704126,206042,206042,104193
3847,3848,9901055,9807140,10194,9912288,9901055,205187,302012,9212,9801040,9612168,9612168,104194
3848,3849,9901115,9908146,111012,206018,9901115,205198,207003,9804060,9809033,9707143,9707143,104195
3849,3850,9902100,9910022,9805087,7053,9902100,206102,202057,9141,9812250,9808117,9808117,104196
3850,3851,9903019,9910169,9812093,9095,9903019,206115,109101,104133,9912258,9904002,9904002,104197
3851,3852,9903087,1083,112106,101145,9903087,206131,208176,112098,6063,9909112,9909112,104198
3852,3853,9903172,9201013,9809147,9009,9903172,207050,201067,6194,7075,9910156,9910156,104199
3853,3854,9904104,9404140,11046,107036,9904104,208013,9909013,203206,8042,9912121,9912121,104200
3854,3855,9904187,9507113,205234,304159,9904187,208179,110293,11236,9062,9310040,9310040,104201
3855,3856,9905002,9512121,210094,10077,9905002,9201017,2067,304057,9154,9412224,9412224,104202
3856,3857,9905048,9610171,7096,1016,9905048,9202015,109214,111113,11043,9607015,9607015,104203
3857,3858,9905179,9712039,107099,111129,9905179,9203016,5165,212222,11060,9807042,9807042,104204
3858,3859,9905212,9803217,108232,101234,9905212,9203046,108179,104043,104026,9511101,9511101,104205
3859,3860,9907155,9806129,112094,104168,9907155,9203059,111118,110132,104253,9303159,9303159,104206
3860,3861,9908075,9902023,9707224,211124,9908075,9206107,9910087,2194,108178,9707063,9707063,104207
3861,3862,9908085,9906148,9904153,2084,9908085,9209054,201026,101091,110062,9905094,9905094,104208
3862,3863,9908155,9912162,5028,211233,9908155,9209118,212144,3231,201182,4119,4119,104209
3863,3864,9909127,4022,7069,4072,9909127,9210045,111190,203224,203148,9410084,9410084,104210
3864,3865,9909228,9205088,7184,7233,9909228,9210150,9912168,3226,211010,9508094,9508094,104211
3865,3866,9910089,9501124,8194,103183,9910089,9211090,11159,4165,303091,9704009,9704009,104212
3866,3867,9910238,9503005,111001,105001,9910238,9212113,302225,9203,9612029,9712017,9712017,104213
3867,3868,9910268,9510241,302026,109160,9910268,9301100,203061,9910160,9612084,9808006,9808006,104215
3868,3869,9911004,9602087,303144,109214,9911004,9303032,209190,110141,9704168,1180,1180,104216
3869,3870,9911199,9602118,9711001,206097,9911199,9304023,4038,11045,9707209,9703052,9703052,104217
3870,3871,9911243,9701085,9905004,206213,9911243,9304148,102159,211076,9808178,9803108,9803108,104218
3871,3872,9912010,9703156,8253,111224,9912010,9305066,10183,111277,9901087,9903123,9903123,104219
3872,3873,9912030,9709010,11056,208098,9912030,9305079,112214,204055,5081,2189,2189,104220
3873,3874,9912067,9711072,205058,112165,9912067,9306035,302177,103148,10048,106068,106068,104221
3874,3875,9912185,9712197,212244,109049,9912185,9308116,110173,2202,11182,9411061,9411061,104222
3875,3876,1127,9805051,9909219,101077,1127,9309133,203172,212243,103144,9905096,9905096,104223
3876,3877,2104,9808156,108091,207149,2104,9311130,8205,303149,109121,9909085,9909085,104224
3877,3878,2236,9912243,108144,101058,2236,9401031,207180,9901018,112219,9911223,9911223,104225
3878,3879,3161,9209052,202168,201114,3161,9402136,304215,109182,202104,9402031,9402031,104226
3879,3880,3162,9303032,207273,6122,3162,9402156,10206,107097,206169,9409076,9409076,104227
3880,3881,3273,9609062,9808101,204041,3273,9406063,210166,9910076,207238,9501062,9501062,104228
3881,3882,4002,9904036,4102,203276,4002,9406069,4186,2117,208213,9702168,9702168,104229
3882,3883,4090,9906098,12202,301112,4090,9410056,206192,9902153,212172,9710127,9710127,104230
3883,3884,5001,9907075,101088,301153,5001,9410067,109207,9171,9410034,9803099,9803099,104231
3884,3885,5053,9911080,111097,303165,5053,9410140,7202,9155,9908033,9805163,9805163,104232
3885,3886,5093,3053,112008,201155,5093,9412030,9808184,112219,9909218,9810226,9810226,104233
3886,3887,5098,6171,304241,201138,5098,9412185,103011,12251,1121,9811101,9811101,104234
3887,3888,5176,206063,1144,11128,5176,9501057,9901056,105014,2140,9805090,9805090,104235
3888,3889,5206,9403018,11099,111006,5206,9501059,204128,9912100,3063,9902190,9902190,104236
3889,3890,5220,9511047,102156,6222,5220,9501101,9811028,9911081,8169,9904063,9904063,104237
3890,3891,5246,9601092,103237,209060,5246,9501105,204109,101027,101022,106044,106044,104238
3891,3892,5272,9602005,106259,103244,5272,9501136,11195,103256,107067,106103,106103,104239
3892,3893,6122,9610154,106276,2054,6122,9502021,203142,110162,209142,9903080,9903080,104240
3893,3894,7056,9701143,109044,101056,7056,9502132,9907029,206075,9408005,9911091,9911091,104241
3894,3895,7082,9702153,209022,108132,7082,9503106,6160,209125,9708021,9611197,9611197,104242
3895,3896,8002,9707182,8064,106051,8002,9503232,9805082,107127,9908156,9708065,9708065,104243
3896,3897,8062,9803206,12011,104130,8062,9505039,210010,107002,9909066,9809190,9809190,104244
3897,3898,9021,9807200,110170,202090,9021,9505058,303122,203111,2169,102051,102051,104245
3898,3899,9054,9901073,206138,211209,9054,9506071,9091,11003,9096,102168,102168,104246
3899,3900,11127,101135,9806214,202161,11127,9506084,108233,9122,107024,104241,104241,104247
3900,3901,11191,9411104,9808120,104054,11191,9506115,106079,301096,107050,106055,106055,104248
3901,3902,101039,9703208,9912123,210126,101039,9507164,9902155,3281,205084,207022,207022,104249
3902,3903,101091,9706059,12134,302113,101091,9509007,111151,303066,210011,208107,208107,104251
3903,3904,101164,9712189,103013,110300,101164,9509115,103168,9907143,303147,209067,209067,104252
3904,3905,101209,9806041,109059,204213,101209,9509130,211017,11037,9701071,9403066,9403066,104253
3905,3906,102071,9808131,9912047,110039,102071,9510009,9907022,4114,9707256,9711132,9711132,104254
3906,3907,102123,9811031,8172,11003,102123,9510109,207160,10292,9710096,9911007,9911007,104255
3907,3908,102137,9812218,103069,110215,102137,9512177,9901091,103060,9810044,203119,203119,104256
3908,3909,103139,9901143,204059,3162,103139,9601081,111168,11179,3179,9210105,9210105,104257
3909,3910,103142,9903215,205144,109063,103142,9601135,106068,10002,6190,9510227,9510227,104258
3910,3911,103231,9904147,211198,4155,103231,9601146,206170,106024,102116,9511229,9511229,104259
3911,3912,104046,9905004,302163,109215,104046,9603031,206226,301190,103177,9605016,9605016,104260
3912,3913,105200,9905048,9907210,107259,105200,9603069,204173,104130,109075,9806178,9806178,104261
3913,3914,105210,2125,304196,111142,105210,9603157,8002,9901050,111254,9910090,9910090,104262
3914,3915,105274,2130,2158,8027,105274,9604171,302070,207155,201272,4148,4148,104263
3915,3916,105284,3038,12062,107018,105284,9605180,212243,11254,209043,102018,102018,104264
3916,3917,106024,3086,209056,204225,106024,9606004,303149,303102,301166,9511077,9511077,104265
3917,3918,106050,8041,2098,7147,106050,9606082,109112,104131,303012,9610224,9610224,104266
3918,3919,106212,9039,201247,111166,106212,9606113,207007,9911193,9608190,9811087,9811087,104267
3919,3920,107046,9199,203235,9906054,107046,9607051,9811230,5014,9803055,9402060,9402060,105001
3920,3921,108106,102110,207228,112106,108106,9607141,102135,205006,9908024,9705079,9705079,105002
3921,3922,109029,103022,209120,302152,109029,9608145,206206,210264,9908028,9710179,9710179,105003
3922,3923,109130,103032,212012,206035,109130,9610018,211192,102169,9911114,9905173,9905173,105004
3923,3924,110067,107071,212088,201091,110067,9610045,2128,11088,2234,1135,1135,105005
3924,3925,110293,107149,303170,1206,110293,9610111,9905146,202055,3284,1144,1144,105006
3925,3926,111057,107261,9807115,4134,111057,9610205,208144,101220,6011,2050,2050,105007
3926,3927,112095,201174,105077,9912140,112095,9610226,202139,108109,8061,105235,105235,105008
3927,3928,201159,205109,107124,111268,201159,9611040,104133,112054,103250,201187,201187,105009
3928,3929,201226,208010,108142,9912230,201226,9611041,106136,106267,111119,9603135,9603135,105010
3929,3930,201270,9505097,112192,109084,201270,9612083,9908110,9904133,111290,9808157,9808157,105011
3930,3931,202057,9506187,202174,301068,202057,9701009,7060,10137,203084,9904203,9904203,105012
3931,3932,202171,9507151,9911123,11056,202171,9701119,104050,6091,209064,9909082,9909082,105013
3932,3933,202191,9509115,101218,111274,202191,9702079,9904131,204122,212189,9911043,9911043,105014
3933,3934,203023,9607172,303210,301037,203023,9702134,1183,212144,302143,9911090,9911090,105015
3934,3935,204233,9612218,9807034,109152,204233,9704087,9912100,203091,9808067,1062,1062,105016
3935,3936,206016,9703012,9812159,105061,206016,9704123,112050,201019,9903124,103069,103069,105017
3936,3937,206147,9706093,106012,107226,206147,9704165,111275,106143,1192,105070,105070,105018
3937,3938,206202,9711017,9801060,106189,206202,9705029,9224,105220,4089,106181,106181,105019
3938,3939,207001,9712172,9901118,4014,207001,9705129,11019,105210,103199,206167,206167,105020
3939,3940,207086,9802187,4027,104021,207086,9705132,304234,210090,201050,9609079,9609079,105021
3940,3941,207115,9805045,112044,104049,207115,9705237,9808100,203047,204157,9611120,9611120,105022
3941,3942,208038,9806132,203241,205028,208038,9707149,9909130,301130,205014,101234,101234,105023
3942,3943,208066,9807008,2056,110258,208066,9707174,212292,9911183,301135,104133,104133,105024
3943,3944,209009,9810132,3204,9910207,209009,9707189,212238,212218,9507118,9602119,9602119,105025
3944,3945,209050,9811028,8201,4188,209050,9708074,7097,208060,9601061,9605187,9605187,105026
3945,3946,209137,9901139,9712086,205275,209137,9708168,107267,10116,9701032,9704087,9704087,105027
3946,3947,209190,9902181,3053,106109,209190,9709072,9911136,101073,6173,9810117,9810117,105028
3947,3948,209206,9903128,9119,201130,209206,9710141,9808006,11233,7236,9905053,9905053,105029
3948,3949,210230,9906054,103023,4028,210230,9711131,9806021,12078,109215,9905064,9905064,105030
3949,3950,210278,9907177,108181,2002,210278,9711203,2141,11253,111099,202157,202157,105031
3950,3951,210302,9907206,303017,9906112,210302,9712013,109191,9910089,112251,9312045,9312045,105032
3951,3952,210305,9908093,9803249,102144,210305,9712103,8025,202111,206167,9707130,9707130,105033
3952,3953,211116,9909197,11245,111007,211116,9801060,9912028,106094,208215,9802052,9802052,105034
3953,3954,212060,9910013,107102,6146,212060,9801189,103069,207263,209207,9902087,9902087,105035
3954,3955,212255,9910077,204115,8230,212255,9801202,208225,9906041,212086,9903086,9903086,105036
3955,3956,212344,9910113,211253,9910098,212344,9802029,210231,111106,9606082,103037,103037,105037
3956,3957,301095,9912218,9905029,7024,301095,9802189,106181,102168,9705123,206033,206033,105038
3957,3958,301172,9912284,3175,101199,301172,9803239,105089,206097,9709052,9503133,9503133,105039
3958,3959,301178,1144,7247,2249,301178,9804151,9906055,104237,9711201,9608163,9608163,105040
3959,3960,301187,1180,12195,302067,301187,9804182,2031,209129,9808098,9803079,9803079,105041
3960,3961,302008,2056,106157,4206,302008,9806195,3176,106104,9906078,9401153,9401153,105042
3961,3962,302195,4104,112107,102062,302195,9807171,208203,9902074,9907179,9502072,9502072,105043
3962,3963,303151,4155,211218,208025,303151,9807196,205165,207258,9908105,9211040,9211040,105044
3963,3964,303251,5066,9803168,11270,303251,9808085,203277,204164,9088,9904054,9904054,105045
3964,3965,304022,7060,9009,5208,304022,9808119,9805182,9906201,108085,8192,8192,105046
3965,3966,304145,8087,12007,107007,304145,9809034,206158,5178,108220,9409110,9409110,105047
3966,3967,304231,102071,103262,102137,304231,9809158,209171,5208,203250,9604063,9604063,105048
3967,3968,304238,102202,106033,103099,304238,9810104,9902086,107241,207241,9611171,9611171,105049
3968,3969,304257,103064,112164,207260,304257,9811013,5166,11170,211208,9811189,9811189,105050
3969,3970,304258,103090,212248,208174,304258,9811092,103222,106271,9612030,105245,105245,105051
3970,3971,9505006,103168,110216,105089,9505006,9811149,207188,3063,9801196,9312059,9312059,105052
3971,3972,9511088,103192,201218,9910021,9511088,9812100,212042,9142,9803124,9404109,9404109,105053
3972,3973,9701069,104049,9810075,108081,9701069,9812216,206246,6236,9901009,9809144,9809144,105054
3973,3974,9703102,104093,9910183,2030,9703102,9901023,205034,112204,9906083,206088,206088,105055
3974,3975,9703216,104118,12139,107127,9703216,9901134,9903086,107007,9909173,9611023,9611023,105056
3975,3976,9704143,104126,110096,106103,9704143,9902007,112109,212037,9911205,9704030,9704030,105057
3976,3977,9705116,104185,210075,105308,9705116,9902032,9904179,205253,1081,9712256,9712256,105058
3977,3978,9706100,105012,210305,9912135,9706100,9902064,9803131,9808182,2187,9807022,9807022,105059
3978,3979,9707134,105096,9804188,3106,9707134,9903008,9810051,112258,5153,104118,104118,105060
3979,3980,9707160,105115,11112,206014,9707160,9903038,112200,9911066,7066,9607207,9607207,105061
3980,3981,9708082,105160,12258,110219,9708082,9903049,9806113,102164,112175,9903044,9903044,105062
3981,3982,9710004,105228,110132,102172,9710004,9903145,205024,203276,204109,9908132,9908132,105063
3982,3983,9711006,106050,112117,203217,9711006,9904020,103128,102105,206144,9908208,9908208,105064
3983,3984,9711197,106100,205093,9908196,9711197,9904024,303121,304261,9701006,206184,206184,105065
3984,3985,9712202,106125,205299,212347,9712202,9904124,112258,2104,9806009,9504090,9504090,105066
3985,3986,9712223,106192,212339,10207,9712223,9904182,110090,112224,9902187,9702089,9702089,105067
3986,3987,9801090,106203,9802197,208096,9801090,9905175,302196,105208,9903065,9801145,9801145,105068
3987,3988,9801142,106242,112078,2176,9801142,9905223,8016,101087,9908069,9804131,9804131,105069
3988,3989,9803006,107099,207059,9909077,9803006,9907022,202045,6093,9909101,9810227,9810227,105070
