,Rank,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank
6920,6921,9702031,211290,112162,9804099,9911023,212310,211290,203149,9710033,5185,9511048,201231
6921,6922,9702030,6113,9907014,3102,4194,9710023,6113,9508139,112149,10192,3139,9510171
6922,6923,9702029,9910150,11222,3120,9905115,9710029,9910150,103025,9401042,9802147,106186,108053
6923,6924,9702028,9602126,208205,5152,208119,9608039,9602126,9401055,9601048,9906093,9805046,9603023
6924,6925,9702027,9903027,108121,5172,205054,106081,9903027,9803170,9510038,205070,9912130,9409121
6925,6926,9702026,212294,206125,6037,9903088,9506037,212294,210042,9301075,9911094,9206101,304214
6926,6927,9702025,103211,9906187,12153,102031,103205,103211,9602126,9806076,10170,210088,211191
6927,6928,9702024,210041,9906148,101182,6211,4117,210041,9706100,9210124,5165,112248,9506133
6928,6929,9702023,11242,9808134,106015,6213,9605151,11242,9703114,204233,9711100,9811082,8018
6929,6930,9702022,9302129,9805217,109010,6144,9707060,9302129,9403032,9811219,2196,9402085,111280
6930,6931,9702021,12021,103166,108182,9908146,9803216,12021,210152,111027,106133,9905163,9812183
6931,6932,9702020,9907041,9810239,108203,106051,202206,9907041,9902043,9410174,9704086,210046,106183
6932,6933,9702019,9812212,9811070,201172,1109,11035,9812212,110063,9912211,9903166,9810223,9403085
6933,6934,9702018,101064,9803086,205082,3100,9608117,101064,212044,201253,9805007,9710125,9907098
6934,6935,9702017,2111,9806032,205164,5198,9909017,2111,106022,9607092,9705005,9507164,9604110
6935,6936,9702016,207201,9906193,211285,111024,9801182,207201,101170,9406109,9705225,110136,111215
6936,6937,9702015,105098,9904075,212308,9809195,9812190,105098,304045,9307063,9901034,9805205,9710005
6937,6938,9702014,106253,10085,109100,9908006,110248,106253,9704202,111245,9193,9503229,9906119
6938,6939,9702013,9412115,107046,7107,9909086,9705210,9412115,9706140,9510230,11094,209079,208060
6939,6940,9702012,2002,9805029,8027,110016,9806109,2002,9309014,103170,203191,9612083,103045
6940,6941,9702010,9711046,205127,9153,3056,101027,9711046,9907041,9804025,111121,9809049,109114
6941,6942,9702009,201036,208073,108045,9905053,9912118,201036,9704030,9605234,111200,9302073,9812110
6942,6943,9702008,9706100,9805172,107226,9907034,7076,9706100,10133,9709171,9710026,208058,9250
6943,6944,9702007,9409186,10262,108096,9911115,301173,9409186,204204,9901045,12007,201222,9810042
6944,6945,9702006,5040,209039,206013,9905012,9611104,5040,9811006,9408059,9501131,101019,9805203
6945,6946,9702005,108065,9903113,112176,9907114,111102,108065,201241,9511042,9611092,110142,9910264
6946,6947,9702003,2045,9912030,207149,8161,9804081,2045,9711117,106248,9907114,9711036,9810016
6947,6948,9702002,11112,9812135,206031,1076,108011,11112,9609086,9507059,2101,9712170,9712076
6948,6949,9702001,9512129,5252,11207,9902161,201267,9512129,107215,9908164,5174,9912181,107138
6949,6950,9701193,9305020,10233,103187,211163,9508096,9305020,211164,9808064,11233,3100,9801044
6950,6951,9701192,9912218,9911094,102144,7198,8193,9912218,9810021,3279,12259,8242,11104
6951,6952,9701191,211164,2220,1183,105002,2046,211164,211290,9508073,103139,210254,9808013
6952,6953,9701190,103025,9806143,9912242,8198,9607202,103025,112053,9612105,104021,9812128,9508149
6953,6954,9701188,9510003,9912126,9122,9910158,9703228,9510003,9909059,9906143,107110,9704201,9503097
6954,6955,9701187,11255,9809184,8128,102111,9902168,11255,9703050,9306101,107147,9810237,9405056
6955,6956,9701186,9904201,9911242,8012,302183,9306041,9904201,211056,9809147,111160,10170,9608006
6956,6957,9701185,9502149,112024,12231,108107,212326,9502149,9302129,9802009,201070,8108,2151
6957,6958,9701183,9702153,2027,103009,9903117,210076,9702153,212059,9703174,201196,102129,9403009
6958,6959,9701182,207060,9907020,107065,9907110,9703180,207060,201036,9709228,204221,9903010,9512122
6959,6960,9701181,9909127,212077,107241,101151,9803225,9909127,107148,9512214,205269,10003,3080
6960,6961,9701180,9511158,206201,110255,110198,111255,9511158,9907116,208161,210030,9096,9603162
6961,6962,9701179,9604080,101023,207159,3198,9902116,9604080,210257,9606166,5273,9606050,9907122
6962,6963,9701178,9302099,9907159,210033,9903008,9802073,9302099,9906164,9908079,6176,9806225,9502019
6963,6964,9701177,202175,5045,3205,3225,105286,202175,204112,9812118,5283,9910056,9802062
6964,6965,9701176,105249,9812082,9412224,9806144,4136,105249,108003,9812041,9804175,9710207,9411197
6965,6966,9701175,9607095,207215,9805081,103030,202007,9607095,9911140,211068,9803040,9512126,9910123
6966,6967,9701174,9609086,103030,9402004,9906098,9802005,9609086,9708120,9508071,9910159,9511070,212104
6967,6968,9701173,11011,110297,9186,11239,9906084,11011,104057,9707168,102173,9309025,11064
6968,6969,9701172,203061,108054,9812166,210251,8225,203061,9066,4077,211090,9405096,9811012
6969,6970,9701171,9805151,1076,8107,9906223,6076,9805151,9502149,9307170,205266,106033,104216
6970,6971,9701170,9219,103252,103058,12094,9705110,9219,110280,9604098,106107,3004,207167
6971,6972,9701169,9509072,9806015,204250,9901120,201151,9509072,9912218,12209,209255,9912205,206156
6972,6973,9701168,9310098,9805126,9902180,5196,209162,9310098,207060,103265,202150,104054,210149
6973,6974,9701166,204112,211277,9807196,11220,103014,204112,9608108,207108,207174,9903199,210120
6974,6975,9701165,10239,5266,9808183,7159,9510154,10239,9811084,10091,9812144,208094,202038
6975,6976,9701163,1046,11220,204182,9197,107085,1046,11112,8172,9709202,210292,9306140
6976,6977,9701162,209176,209170,9810129,9902051,9705130,209176,2045,9605067,7017,9706090,9907056
6977,6978,9701161,9502045,9806170,9912273,9912133,9912045,9502045,9409186,9712076,103152,8145,9310052
6978,6979,9701160,9408136,204137,203092,9901152,9712251,9408136,209176,9406201,110069,9708001,9310088
6979,6980,9701158,9703050,107253,207133,209262,9810257,9703050,9701117,9409042,9705064,103188,9801198
6980,6981,9701157,9708081,107146,9904110,9805172,109021,9708081,9510003,9306042,11020,9808191,211231
6981,6982,9701156,11173,110247,212113,208034,111055,11173,9305020,9309097,9811167,9903112,211275
6982,6983,9701155,9708154,9166,9910106,9125,3065,9708154,109100,9210003,9806004,9903248,9411059
6983,6984,9701154,9801090,9808038,9812238,7216,4194,9801090,9807138,3154,9807230,9812161,9405027
6984,6985,9701153,203039,9806199,9904021,212221,9906112,203039,102044,9306072,9806122,9911187,9310090
6985,6986,9701152,208161,9906094,4188,9810040,9806026,208161,9904201,4157,9807093,9510087,9403011
6986,6987,9701151,9405058,9801207,9910222,204137,209130,9405058,9604080,9306122,9803220,11054,9601005
6987,6988,9701150,6134,9902004,208123,4105,302196,6134,102172,206165,9912013,9201074,9609093
6988,6989,9701149,109100,9902179,109179,301075,9806012,109100,9008,2012,9909077,9303029,9412067
6989,6990,9701148,101065,205088,112107,108093,1217,101065,212017,9202069,9908089,10257,9604173
6990,6991,9701147,109008,9807104,202067,212194,9911173,109008,9302099,9403066,1180,9608026,9604049
6991,6992,9701146,9303048,9806096,7095,101022,9912236,9303048,9607095,9702120,9811140,110204,9605230
6992,6993,9701145,9412074,110243,203161,9805217,9411187,9412074,208232,9207010,9912076,110025,9705178
6993,6994,9701144,10133,2082,9138,10106,101035,10133,7115,9510056,9812066,206158,9704001
6994,6995,9701143,110280,9912162,101151,9808052,9802007,110280,9507022,209153,9909188,9406012,9706202
6995,6996,9701142,9608121,9806126,9404185,202063,9907095,9608121,3033,7116,2126,9906105,9512203
6996,6997,9701141,9507027,111158,106259,212027,9711094,9507027,203187,9906101,9906112,9912042,7243
6997,6998,9701140,4126,9905183,9708120,107266,210006,4126,5085,103257,6102,112231,211180
6998,6999,9701139,111181,210081,111002,9811194,107040,111181,9310098,203099,9910013,9611160,9612232
6999,7000,9701138,9606027,9904008,8039,9904110,9707156,9606027,9412074,9403107,5053,9510177,4038
7000,7001,9701137,9511217,9906023,9607174,7071,9904097,9511217,106253,9911085,5246,9710013,9801090
7001,7002,9701136,9505142,9809111,12146,109193,9710009,9505142,9509072,9801138,9811126,9708063,9804145
7002,7003,9701134,9507022,9901124,110270,107146,9812097,9507022,110193,9604085,11086,9504140,9908010
7003,7004,9701133,108174,212086,9712220,103181,9908047,108174,11108,201132,106103,9712226,10104
7004,7005,9701132,202075,9808035,9304149,304036,10243,202075,2002,108219,202140,9810148,10215
7005,7006,9701131,11122,8014,9503088,9903210,9804087,11122,12226,9903111,109067,9712007,202166
7006,7007,9701130,9805174,9806240,9809140,208205,5241,9805174,9707223,5051,106238,9904016,3108
7007,7008,9701129,9608196,107266,9601051,9903052,9911199,9608196,102097,9308126,108106,202142,9807142
7008,7009,9701128,102135,9905224,201008,12010,2107,102135,9801090,9404190,112152,9201067,9806047
7009,7010,9701127,9207,9911067,9612065,11031,6181,9207,9502141,9311140,205177,108089,111019
7010,7011,9701126,9408104,9909116,9806225,201009,107034,9408104,9410047,9404034,108205,9909178,9903082
7011,7012,9701125,212177,9908107,209195,210154,9809105,212177,9507027,9602062,205188,6009,9809105
7012,7013,9701124,109163,6200,3012,304074,9708142,109163,9806160,9403162,209047,9908004,9612112
7013,7014,9701123,111146,105092,9215,9906193,208033,111146,6113,9808004,209224,108127,2200
7014,7015,9701122,9709199,103096,112034,212086,9912264,9709199,9606027,9506144,212208,101087,101177
7015,7016,9701121,107123,112075,109148,9908007,7222,107123,202175,101060,11109,9912076,9911079
7016,7017,9701120,207208,3265,9807019,9912180,304053,207208,210041,9604183,9912214,3115,112102
7017,7018,9701119,201080,9808068,112041,110243,9408083,201080,9911042,9711046,9902099,107212,9703107
7018,7019,9701118,9704013,211244,206169,204148,9804201,9704013,9811152,9404045,9910205,101198,103046
7019,7020,9701117,9711177,9904005,9607203,209144,9804102,9711177,9502045,6116,9905004,101232,9707127
7020,7021,9701116,9701117,9808125,9409139,10078,9702154,9701117,9408136,9912217,206107,9811169,203179
7021,7022,9701115,9911149,9811214,5277,9906240,9709001,9911149,9608121,9709193,2198,9803065,9712028
7022,7023,9701114,9710031,9706007,9802107,9909177,5116,9710031,9911237,9309140,5253,9910164,9705150
7023,7024,9701113,9301047,9812242,108041,8014,9510225,9301047,1046,9908165,10160,9610126,9711192
7024,7025,9701112,210257,9706099,9612127,6200,9604089,210257,9704137,9511072,101039,9805067,2110
7025,7026,9701111,10121,3123,202012,108005,101208,10121,109102,9405032,12200,9805113,112115
7026,7027,9701109,9712015,9806092,4076,105053,202022,9712015,109148,9302097,103063,9501067,9806004
7027,7028,9701108,9704137,206178,9412189,9812052,9804064,9704137,9303048,110270,106047,9503043,9906185
7028,7029,9701107,9907116,9808187,9506125,207216,9510041,9907116,9505142,204081,203260,9407183,9901016
7029,7030,9701106,9153,9807079,112227,206178,9908203,9153,1025,9610116,109111,101221,9806236
7030,7031,9701105,9008,211273,106064,9910202,6121,9008,9708154,9804170,110066,9309074,108134
7031,7032,9701104,209218,102041,9708083,209170,9904110,209218,102147,111149,109191,11101,109073
7032,7033,9701103,211113,9902206,206166,9804151,9702039,211113,10055,9506012,110035,9910095,209164
7033,7034,9701102,9504053,9906098,210212,9911255,9710078,9504053,9611163,9608117,205024,301125,9704175
7034,7035,9701101,9306122,109148,9510155,9712152,9710082,9306122,11173,211209,107204,9701117,9503070
7035,7036,9701100,6172,6113,9708064,9907014,9707214,6172,108174,9906128,7109,9305026,9709040
7036,7037,9701099,112084,209045,212174,9806130,9172,112084,10239,9410065,2099,108091,9610216
7037,7038,9701097,9612101,206085,9711203,9812051,9707186,9612101,9805174,9910207,103187,9910256,9903032
7038,7039,9701096,201265,208215,208161,9907214,9707013,201265,201265,9402146,104156,9901034,9509096
7039,7040,9701095,9811084,9806169,9811037,9802130,9711034,9811084,109008,109008,202127,6041,9706220
7040,7041,9701094,9308122,9806119,9706120,9803148,211057,9308122,9806235,9710189,210308,11167,208039
7041,7042,9701092,9601059,11227,9903024,8157,9711106,9601059,111146,9402124,5001,212089,110276
7042,7043,9701091,9604044,111081,1083,9902201,1092,9604044,9708081,9905202,206089,9234,9910039
7043,7044,9701090,9412128,202206,9810052,12152,8023,9412128,211113,9406079,5066,9910183,9408083
7044,7045,9701088,9702081,202063,9612174,205021,9712004,9702081,9511217,9511198,110298,9910222,9805131
7045,7046,9701087,9310187,9806136,7156,211244,205063,9310187,107123,103162,207029,9805168,9801078
7046,7047,9701085,9910229,7009,106121,210081,9805115,9910229,9408104,8041,1013,9503142,9910169
7047,7048,9701084,6112,9911142,9807171,9901137,9809168,6112,9601059,9312111,1211,9707108,203061
7048,7049,9701083,10055,212027,202010,211160,9905169,10055,9604078,9904003,3109,8090,9811034
7049,7050,9701082,9707091,9803072,9205034,209025,102109,9707091,9512129,9810087,8012,9206021,9805134
7050,7051,9701081,206017,111150,9305043,3111,9911190,206017,9812212,6086,10141,9811031,9912013
7051,7052,9701080,204064,9909072,9612039,102012,9805217,204064,2164,9606087,102145,9511047,3020
7052,7053,9701079,6223,9907172,9701062,203008,9188,6223,10121,204075,103052,9511118,103265
7053,7054,9701078,9301028,9809181,9806244,11227,9912152,9301028,211059,104123,106203,9705048,9811204
7054,7055,9701077,9812005,9804097,9902177,205076,107074,9812005,9405058,9208022,106041,9504025,9608040
7055,7056,9701076,9810251,6135,9905223,9152,4106,9810251,9310187,10278,106261,9209076,201106
7056,7057,9701075,108156,9804104,9804132,12237,9807189,108156,11122,201017,107130,9411096,9702079
7057,7058,9701074,208066,111024,9503048,9910172,9812118,208066,112114,9807226,206202,9801181,9906143
7058,7059,9701073,112127,101022,104138,9911194,9710035,112127,201080,9905200,1193,9508140,107070
7059,7060,9701072,9410191,106051,110167,103008,9807235,9410191,108226,205058,7211,9710198,9710158
7060,7061,9701071,9404166,212064,9811249,9806051,9612120,9404166,210203,206003,106032,9606091,9610078
7061,7062,9701069,9511002,205240,8208,9905183,9807187,9511002,9811008,9301066,3205,103021,9249
7062,7063,9701067,9710185,5190,9912052,9811170,208008,9710185,9608196,9807009,7060,206188,210232
7063,7064,9701066,9401053,9239,210269,9905143,212218,9401053,9511002,9706137,9202037,5172,203086
7064,7065,9701065,108226,9910049,9711032,301034,9507158,108226,10117,205026,112177,5256,9504056
7065,7066,9701064,207190,9804174,9702049,205319,9801061,207190,9712015,9403139,9502099,110214,9609212
7066,7067,9701063,10117,5261,9610171,9905070,9710163,10117,9911149,9204021,9710214,203049,9707001
7067,7068,9701062,103001,210251,2239,109022,9607159,103001,102135,108013,9903019,12225,9411170
7068,7069,9701061,12200,9905070,9812059,112075,6108,12200,110240,207156,9803066,107175,9511127
7069,7070,9701060,9907012,9802163,9502110,9808068,106176,9907012,212294,9405167,9802163,9304068,10220
7070,7071,9701059,9606046,109022,9410212,6039,106233,9606046,207208,9606023,9806065,206248,211092
7071,7072,9701058,9312144,6039,9239,107053,9808162,9312144,205177,9811209,9806089,9709042,9904026
7072,7073,9701057,206100,107053,106065,108233,9508068,206100,209148,9904103,3271,9511063,206080
7073,7074,9701056,9409188,110227,9803019,103095,9505088,9409188,9707091,207117,9510181,9912243,106012
7074,7075,9701055,102172,9907214,9904032,301039,210297,102172,202075,9803126,9307160,9811244,9612093
7075,7076,9701054,109005,302123,5258,9908047,209245,109005,9704190,9401029,107131,9701172,204154
7076,7077,9701053,110201,212189,9805204,9711107,9610195,110201,212112,9505180,7086,9510117,9811037
7077,7078,9701052,110218,104138,9501049,9801061,9808181,110218,9504053,9704157,10025,9509037,112230
7078,7079,9701051,9909007,9906223,209129,9904078,209175,9909007,9312213,9705082,9903237,9510078,9306059
7079,7080,9701050,9706218,12015,9602085,9709072,9705095,9706218,205025,107176,9911004,207131,9805199
7080,7081,9701049,9312213,201245,104093,201142,9237,9312213,211100,102132,9903120,9507005,9804168
7081,7082,9701048,9504010,9804151,9703123,9803065,5248,9504010,9703134,9810159,9805064,9506213,9810047
7082,7083,9701047,207281,9901078,9812161,9710085,9609238,207281,112127,9907049,1063,9701146,205214
7083,7084,9701045,9909059,9804208,9504140,9908054,212256,9909059,9604044,107171,9912073,9705194,2034
7084,7085,9701044,209148,110168,8105,203261,9710189,209148,9612101,9503137,9906056,204043,5078
7085,7086,9701043,108143,9708164,9803097,204232,9166,108143,108078,9301054,9904026,9710192,5284
7086,7087,9701042,109129,9905024,208092,12242,107217,109129,9306122,9802193,9812166,4194,9804044
7087,7088,9701041,102045,203039,9512079,9904087,209156,102045,10160,9906043,9908001,11172,11058
7088,7089,9701040,9502053,9812188,103242,202036,9710097,9502053,9702081,9204099,5143,203111,107001
7089,7090,9701039,9410047,208034,9404157,5125,9802111,9410047,9903027,6067,6107,9205089,9812072
7090,7091,9701037,9906207,9806155,9608196,6113,9812073,9906207,209218,112169,109065,6239,106246
7091,7092,9701036,4089,9805191,9207067,107051,9603123,4089,9603181,9809031,208066,9810091,9610046
7092,7093,9701035,108078,6003,211238,11253,211120,108078,9904085,212139,9907108,9604175,9612131
7093,7094,9701034,9907019,9808124,9609102,9166,2212,9907019,9301028,9205081,9808183,110070,9802125
7094,7095,9701033,103033,111016,9902138,103101,9706165,103033,9603123,9601051,103022,9207032,8103
7095,7096,9701032,4130,111040,101157,202047,107209,4130,205287,9094,111163,4073,9810116
7096,7097,9701029,9607185,5093,9808179,201200,9509009,9607185,9804104,9208006,9806072,112219,103044
7097,7098,9701028,212246,9905169,106016,207064,101050,212246,9412115,110186,9902123,9806018,1018
